latitude,longitude,state,grid_cell_id,population_total,population_at_risk,area_km2,density_per_km2,elevation_proxy_m,landslide_exposure_class,is_synthetic,data_source
26.25,93.05,Assam,POP_02001,30796,9238,110.55,278.6,1077.8,MEDIUM,True,SYNTHETIC_DEMO
26.35,93.05,Assam,POP_02002,72592,21777,110.46,657.2,1145.9,MEDIUM,True,SYNTHETIC_DEMO
26.45,93.05,Assam,POP_02003,26583,7974,110.36,240.9,1120.1,MEDIUM,True,SYNTHETIC_DEMO
26.55,93.05,Assam,POP_02004,26792,8037,110.26,243.0,1152.1,MEDIUM,True,SYNTHETIC_DEMO
26.65,93.05,Assam,POP_02005,20066,6019,110.17,182.1,1206.3,MEDIUM,True,SYNTHETIC_DEMO
26.75,93.05,Assam,POP_02006,30807,9242,110.07,279.9,1336.1,MEDIUM,True,SYNTHETIC_DEMO
26.85,93.05,Assam,POP_02007,72215,7221,109.98,656.6,789.3,LOW,True,SYNTHETIC_DEMO
26.95,93.05,Assam,POP_02008,33479,3347,109.88,304.7,557.1,LOW,True,SYNTHETIC_DEMO
27.05,93.05,Assam,POP_02009,53173,5317,109.78,484.4,767.6,LOW,True,SYNTHETIC_DEMO
27.15,93.05,Assam,POP_02010,55016,16504,109.68,501.6,1228.5,MEDIUM,True,SYNTHETIC_DEMO
27.25,93.05,Assam,POP_02011,85203,25560,109.58,777.5,1387.7,MEDIUM,True,SYNTHETIC_DEMO
27.35,93.05,Assam,POP_02012,14719,4415,109.49,134.4,1268.2,MEDIUM,True,SYNTHETIC_DEMO
27.45,93.05,Assam,POP_02013,45655,13696,109.39,417.4,1256.0,MEDIUM,True,SYNTHETIC_DEMO
27.55,93.05,Assam,POP_02014,65255,19576,109.29,597.1,1039.8,MEDIUM,True,SYNTHETIC_DEMO
27.65,93.05,Assam,POP_02015,29406,8821,109.19,269.3,1403.0,MEDIUM,True,SYNTHETIC_DEMO
27.75,93.05,Assam,POP_02016,111015,33304,109.09,1017.7,1188.0,MEDIUM,True,SYNTHETIC_DEMO
27.85,93.05,Assam,POP_02017,7729,2318,108.99,70.9,1457.8,MEDIUM,True,SYNTHETIC_DEMO
27.95,93.05,Assam,POP_02018,48845,29307,108.89,448.6,1513.5,HIGH,True,SYNTHETIC_DEMO
28.05,93.05,Assam,POP_02019,98806,59283,108.79,908.2,1698.4,HIGH,True,SYNTHETIC_DEMO
28.15,93.05,Arunachal Pradesh,POP_02020,8436,2530,108.69,77.6,1258.2,MEDIUM,True,SYNTHETIC_DEMO
28.25,93.05,Arunachal Pradesh,POP_02021,1641,984,108.59,15.1,1819.8,HIGH,True,SYNTHETIC_DEMO
28.35,93.05,Arunachal Pradesh,POP_02022,2287,686,108.48,21.1,1346.1,MEDIUM,True,SYNTHETIC_DEMO
28.45,93.05,Arunachal Pradesh,POP_02023,1708,512,108.38,15.8,1382.0,MEDIUM,True,SYNTHETIC_DEMO
28.55,93.05,Arunachal Pradesh,POP_02024,3394,1018,108.28,31.3,1485.5,MEDIUM,True,SYNTHETIC_DEMO
28.65,93.05,Arunachal Pradesh,POP_02025,656,393,108.18,6.1,1777.1,HIGH,True,SYNTHETIC_DEMO
28.75,93.05,Arunachal Pradesh,POP_02026,1488,892,108.07,13.8,1872.7,HIGH,True,SYNTHETIC_DEMO
28.85,93.05,Arunachal Pradesh,POP_02027,4609,1382,107.97,42.7,1399.4,MEDIUM,True,SYNTHETIC_DEMO
28.95,93.05,Arunachal Pradesh,POP_02028,1098,658,107.87,10.2,1603.3,HIGH,True,SYNTHETIC_DEMO
29.05,93.05,Arunachal Pradesh,POP_02029,7198,4318,107.76,66.8,1973.8,HIGH,True,SYNTHETIC_DEMO
29.15,93.05,Arunachal Pradesh,POP_02030,639,383,107.66,5.9,2851.7,HIGH,True,SYNTHETIC_DEMO
29.25,93.05,Arunachal Pradesh,POP_02031,6922,4153,107.55,64.4,1786.4,HIGH,True,SYNTHETIC_DEMO
29.35,93.05,Arunachal Pradesh,POP_02032,388,232,107.45,3.6,1888.1,HIGH,True,SYNTHETIC_DEMO
29.45,93.05,Arunachal Pradesh,POP_02033,1341,804,107.34,12.5,1551.5,HIGH,True,SYNTHETIC_DEMO
21.95,93.15,Mizoram,POP_02034,8901,890,114.32,77.9,0,LOW,True,SYNTHETIC_DEMO
22.05,93.15,Mizoram,POP_02035,2672,267,114.24,23.4,0,LOW,True,SYNTHETIC_DEMO
22.15,93.15,Mizoram,POP_02036,1332,133,114.16,11.7,0,LOW,True,SYNTHETIC_DEMO
22.25,93.15,Mizoram,POP_02037,29953,2995,114.08,262.6,107.8,LOW,True,SYNTHETIC_DEMO
22.35,93.15,Mizoram,POP_02038,10450,1045,114.0,91.7,142.7,LOW,True,SYNTHETIC_DEMO
22.45,93.15,Mizoram,POP_02039,918,91,113.91,8.1,0,LOW,True,SYNTHETIC_DEMO
22.55,93.15,Mizoram,POP_02040,8346,834,113.83,73.3,0,LOW,True,SYNTHETIC_DEMO
22.65,93.15,Mizoram,POP_02041,3937,393,113.75,34.6,268.6,LOW,True,SYNTHETIC_DEMO
22.75,93.15,Mizoram,POP_02042,11842,1184,113.67,104.2,0,LOW,True,SYNTHETIC_DEMO
22.85,93.15,Mizoram,POP_02043,3244,324,113.58,28.6,422.0,LOW,True,SYNTHETIC_DEMO
22.95,93.15,Mizoram,POP_02044,6371,637,113.5,56.1,745.7,LOW,True,SYNTHETIC_DEMO
23.05,93.15,Mizoram,POP_02045,14910,1491,113.42,131.5,326.6,LOW,True,SYNTHETIC_DEMO
23.15,93.15,Mizoram,POP_02046,9231,923,113.33,81.5,0,LOW,True,SYNTHETIC_DEMO
23.25,93.15,Mizoram,POP_02047,4265,426,113.25,37.7,0,LOW,True,SYNTHETIC_DEMO
23.35,93.15,Mizoram,POP_02048,3641,364,113.16,32.2,27.1,LOW,True,SYNTHETIC_DEMO
23.45,93.15,Mizoram,POP_02049,1745,174,113.08,15.4,210.9,LOW,True,SYNTHETIC_DEMO
23.55,93.15,Mizoram,POP_02050,5763,1728,112.99,51.0,1073.1,MEDIUM,True,SYNTHETIC_DEMO
23.65,93.15,Mizoram,POP_02051,3987,398,112.91,35.3,725.8,LOW,True,SYNTHETIC_DEMO
23.75,93.15,Mizoram,POP_02052,7424,742,112.82,65.8,764.3,LOW,True,SYNTHETIC_DEMO
23.85,93.15,Manipur,POP_02053,11895,1189,112.73,105.5,578.1,LOW,True,SYNTHETIC_DEMO
23.95,93.15,Manipur,POP_02054,4340,434,112.65,38.5,362.8,LOW,True,SYNTHETIC_DEMO
24.05,93.15,Manipur,POP_02055,7245,724,112.56,64.4,515.4,LOW,True,SYNTHETIC_DEMO
24.15,93.15,Assam,POP_02056,32488,3248,112.47,288.9,121.9,LOW,True,SYNTHETIC_DEMO
24.25,93.15,Assam,POP_02057,192804,19280,112.38,1715.6,614.4,LOW,True,SYNTHETIC_DEMO
24.35,93.15,Assam,POP_02058,45177,4517,112.29,402.3,569.2,LOW,True,SYNTHETIC_DEMO
24.45,93.15,Assam,POP_02059,21766,2176,112.21,194.0,636.2,LOW,True,SYNTHETIC_DEMO
24.55,93.15,Assam,POP_02060,66277,19883,112.12,591.1,866.8,MEDIUM,True,SYNTHETIC_DEMO
24.65,93.15,Assam,POP_02061,66364,6636,112.03,592.4,420.8,LOW,True,SYNTHETIC_DEMO
24.75,93.15,Assam,POP_02062,36471,3647,111.94,325.8,614.8,LOW,True,SYNTHETIC_DEMO
24.85,93.15,Assam,POP_02063,100704,10070,111.85,900.4,455.2,LOW,True,SYNTHETIC_DEMO
24.95,93.15,Assam,POP_02064,24562,7368,111.76,219.8,1119.5,MEDIUM,True,SYNTHETIC_DEMO
25.05,93.15,Assam,POP_02065,23222,2322,111.67,208.0,463.2,LOW,True,SYNTHETIC_DEMO
25.15,93.15,Assam,POP_02066,16220,1622,111.58,145.4,206.9,LOW,True,SYNTHETIC_DEMO
25.25,93.15,Assam,POP_02067,19255,5776,111.48,172.7,1249.0,MEDIUM,True,SYNTHETIC_DEMO
25.35,93.15,Assam,POP_02068,118024,35407,111.39,1059.5,896.5,MEDIUM,True,SYNTHETIC_DEMO
25.45,93.15,Assam,POP_02069,28675,8602,111.3,257.6,1192.5,MEDIUM,True,SYNTHETIC_DEMO
25.55,93.15,Assam,POP_02070,22267,2226,111.21,200.2,761.3,LOW,True,SYNTHETIC_DEMO
25.65,93.15,Assam,POP_02071,128483,38544,111.11,1156.3,927.5,MEDIUM,True,SYNTHETIC_DEMO
25.75,93.15,Assam,POP_02072,23251,6975,111.02,209.4,1111.0,MEDIUM,True,SYNTHETIC_DEMO
25.85,93.15,Assam,POP_02073,103375,10337,110.93,931.9,712.6,LOW,True,SYNTHETIC_DEMO
25.95,93.15,Assam,POP_02074,85551,25665,110.83,771.9,1319.1,MEDIUM,True,SYNTHETIC_DEMO
26.05,93.15,Assam,POP_02075,77561,23268,110.74,700.4,1157.3,MEDIUM,True,SYNTHETIC_DEMO
26.15,93.15,Assam,POP_02076,23996,7198,110.65,216.9,931.7,MEDIUM,True,SYNTHETIC_DEMO
26.25,93.15,Assam,POP_02077,135029,40508,110.55,1221.4,1126.4,MEDIUM,True,SYNTHETIC_DEMO
26.35,93.15,Assam,POP_02078,20957,6287,110.46,189.7,1091.5,MEDIUM,True,SYNTHETIC_DEMO
26.45,93.15,Assam,POP_02079,59676,17902,110.36,540.7,1177.7,MEDIUM,True,SYNTHETIC_DEMO
26.55,93.15,Assam,POP_02080,228846,68653,110.26,2075.4,1286.9,MEDIUM,True,SYNTHETIC_DEMO
26.65,93.15,Assam,POP_02081,35292,3529,110.17,320.3,752.3,LOW,True,SYNTHETIC_DEMO
26.75,93.15,Assam,POP_02082,218148,65444,110.07,1981.9,1437.1,MEDIUM,True,SYNTHETIC_DEMO
26.85,93.15,Assam,POP_02083,29489,8846,109.98,268.1,1074.3,MEDIUM,True,SYNTHETIC_DEMO
26.95,93.15,Assam,POP_02084,33160,9948,109.88,301.8,1121.7,MEDIUM,True,SYNTHETIC_DEMO
27.05,93.15,Assam,POP_02085,75354,22606,109.78,686.4,1065.1,MEDIUM,True,SYNTHETIC_DEMO
27.15,93.15,Assam,POP_02086,19970,5991,109.68,182.1,1483.2,MEDIUM,True,SYNTHETIC_DEMO
27.25,93.15,Assam,POP_02087,48447,14534,109.58,442.1,1467.2,MEDIUM,True,SYNTHETIC_DEMO
27.35,93.15,Assam,POP_02088,18127,5438,109.49,165.6,1466.2,MEDIUM,True,SYNTHETIC_DEMO
27.45,93.15,Assam,POP_02089,23643,7092,109.39,216.1,1293.0,MEDIUM,True,SYNTHETIC_DEMO
27.55,93.15,Assam,POP_02090,20562,6168,109.29,188.1,1254.6,MEDIUM,True,SYNTHETIC_DEMO
27.65,93.15,Assam,POP_02091,40902,24541,109.19,374.6,1672.5,HIGH,True,SYNTHETIC_DEMO
27.75,93.15,Assam,POP_02092,149333,44799,109.09,1368.9,1348.8,MEDIUM,True,SYNTHETIC_DEMO
27.85,93.15,Assam,POP_02093,24951,14970,108.99,228.9,1532.1,HIGH,True,SYNTHETIC_DEMO
27.95,93.15,Assam,POP_02094,13340,8004,108.89,122.5,2058.8,HIGH,True,SYNTHETIC_DEMO
28.05,93.15,Assam,POP_02095,99940,29982,108.79,918.7,1465.2,MEDIUM,True,SYNTHETIC_DEMO
28.15,93.15,Arunachal Pradesh,POP_02096,981,588,108.69,9.0,1720.7,HIGH,True,SYNTHETIC_DEMO
28.25,93.15,Arunachal Pradesh,POP_02097,4686,1405,108.59,43.2,1375.2,MEDIUM,True,SYNTHETIC_DEMO
28.35,93.15,Arunachal Pradesh,POP_02098,1034,310,108.48,9.5,1321.5,MEDIUM,True,SYNTHETIC_DEMO
28.45,93.15,Arunachal Pradesh,POP_02099,2369,710,108.38,21.9,1450.0,MEDIUM,True,SYNTHETIC_DEMO
28.55,93.15,Arunachal Pradesh,POP_02100,707,424,108.28,6.5,1830.5,HIGH,True,SYNTHETIC_DEMO
28.65,93.15,Arunachal Pradesh,POP_02101,7058,2117,108.18,65.2,1494.2,MEDIUM,True,SYNTHETIC_DEMO
28.75,93.15,Arunachal Pradesh,POP_02102,2188,656,108.07,20.2,1497.6,MEDIUM,True,SYNTHETIC_DEMO
28.85,93.15,Arunachal Pradesh,POP_02103,1006,603,107.97,9.3,1878.5,HIGH,True,SYNTHETIC_DEMO
28.95,93.15,Arunachal Pradesh,POP_02104,22048,13228,107.87,204.4,1706.9,HIGH,True,SYNTHETIC_DEMO
29.05,93.15,Arunachal Pradesh,POP_02105,779,233,107.76,7.2,1482.8,MEDIUM,True,SYNTHETIC_DEMO
29.15,93.15,Arunachal Pradesh,POP_02106,3859,2315,107.66,35.8,2204.3,HIGH,True,SYNTHETIC_DEMO
29.25,93.15,Arunachal Pradesh,POP_02107,3726,2235,107.55,34.6,1739.1,HIGH,True,SYNTHETIC_DEMO
29.35,93.15,Arunachal Pradesh,POP_02108,847,508,107.45,7.9,2194.5,HIGH,True,SYNTHETIC_DEMO
29.45,93.15,Arunachal Pradesh,POP_02109,604,362,107.34,5.6,1604.4,HIGH,True,SYNTHETIC_DEMO
21.95,93.25,Mizoram,POP_02110,12821,1282,114.32,112.2,0,LOW,True,SYNTHETIC_DEMO
22.05,93.25,Mizoram,POP_02111,5485,548,114.24,48.0,179.1,LOW,True,SYNTHETIC_DEMO
22.15,93.25,Mizoram,POP_02112,1871,187,114.16,16.4,152.7,LOW,True,SYNTHETIC_DEMO
22.25,93.25,Mizoram,POP_02113,1499,149,114.08,13.1,207.5,LOW,True,SYNTHETIC_DEMO
22.35,93.25,Mizoram,POP_02114,4003,400,114.0,35.1,34.4,LOW,True,SYNTHETIC_DEMO
22.45,93.25,Mizoram,POP_02115,8862,886,113.91,77.8,0,LOW,True,SYNTHETIC_DEMO
22.55,93.25,Mizoram,POP_02116,3276,327,113.83,28.8,52.9,LOW,True,SYNTHETIC_DEMO
22.65,93.25,Mizoram,POP_02117,7637,763,113.75,67.1,469.1,LOW,True,SYNTHETIC_DEMO
22.75,93.25,Mizoram,POP_02118,8992,899,113.67,79.1,472.9,LOW,True,SYNTHETIC_DEMO
22.85,93.25,Mizoram,POP_02119,2611,261,113.58,23.0,148.1,LOW,True,SYNTHETIC_DEMO
22.95,93.25,Mizoram,POP_02120,6065,606,113.5,53.4,261.0,LOW,True,SYNTHETIC_DEMO
23.05,93.25,Mizoram,POP_02121,1933,193,113.42,17.0,0,LOW,True,SYNTHETIC_DEMO
23.15,93.25,Mizoram,POP_02122,6875,687,113.33,60.7,241.2,LOW,True,SYNTHETIC_DEMO
23.25,93.25,Mizoram,POP_02123,5374,537,113.25,47.5,71.1,LOW,True,SYNTHETIC_DEMO
23.35,93.25,Mizoram,POP_02124,3809,380,113.16,33.7,471.3,LOW,True,SYNTHETIC_DEMO
23.45,93.25,Mizoram,POP_02125,5593,559,113.08,49.5,421.0,LOW,True,SYNTHETIC_DEMO
23.55,93.25,Mizoram,POP_02126,5896,589,112.99,52.2,0,LOW,True,SYNTHETIC_DEMO
23.65,93.25,Mizoram,POP_02127,4174,417,112.91,37.0,436.7,LOW,True,SYNTHETIC_DEMO
23.75,93.25,Mizoram,POP_02128,9388,938,112.82,83.2,354.1,LOW,True,SYNTHETIC_DEMO
23.85,93.25,Manipur,POP_02129,35228,3522,112.73,312.5,495.8,LOW,True,SYNTHETIC_DEMO
23.95,93.25,Manipur,POP_02130,15367,1536,112.65,136.4,262.9,LOW,True,SYNTHETIC_DEMO
24.05,93.25,Manipur,POP_02131,14090,1409,112.56,125.2,589.7,LOW,True,SYNTHETIC_DEMO
24.15,93.25,Assam,POP_02132,104962,10496,112.47,933.2,125.2,LOW,True,SYNTHETIC_DEMO
24.25,93.25,Assam,POP_02133,68545,6854,112.38,609.9,0,LOW,True,SYNTHETIC_DEMO
24.35,93.25,Assam,POP_02134,77885,7788,112.29,693.6,435.0,LOW,True,SYNTHETIC_DEMO
24.45,93.25,Assam,POP_02135,24471,2447,112.21,218.1,191.4,LOW,True,SYNTHETIC_DEMO
24.55,93.25,Assam,POP_02136,62269,6226,112.12,555.4,33.3,LOW,True,SYNTHETIC_DEMO
24.65,93.25,Assam,POP_02137,126878,12687,112.03,1132.6,207.7,LOW,True,SYNTHETIC_DEMO
24.75,93.25,Assam,POP_02138,115181,11518,111.94,1029.0,122.1,LOW,True,SYNTHETIC_DEMO
24.85,93.25,Assam,POP_02139,45933,4593,111.85,410.7,367.5,LOW,True,SYNTHETIC_DEMO
24.95,93.25,Assam,POP_02140,23899,2389,111.76,213.8,720.4,LOW,True,SYNTHETIC_DEMO
25.05,93.25,Assam,POP_02141,35224,10567,111.67,315.4,1004.5,MEDIUM,True,SYNTHETIC_DEMO
25.15,93.25,Assam,POP_02142,16641,1664,111.58,149.1,756.9,LOW,True,SYNTHETIC_DEMO
25.25,93.25,Assam,POP_02143,102464,10246,111.48,919.1,671.8,LOW,True,SYNTHETIC_DEMO
25.35,93.25,Assam,POP_02144,34558,10367,111.39,310.2,819.5,MEDIUM,True,SYNTHETIC_DEMO
25.45,93.25,Assam,POP_02145,36181,3618,111.3,325.1,158.1,LOW,True,SYNTHETIC_DEMO
25.55,93.25,Assam,POP_02146,78043,7804,111.21,701.8,599.7,LOW,True,SYNTHETIC_DEMO
25.65,93.25,Assam,POP_02147,21464,2146,111.11,193.2,497.6,LOW,True,SYNTHETIC_DEMO
25.75,93.25,Assam,POP_02148,62652,18795,111.02,564.3,1227.8,MEDIUM,True,SYNTHETIC_DEMO
25.85,93.25,Assam,POP_02149,30655,18393,110.93,276.3,1614.9,HIGH,True,SYNTHETIC_DEMO
25.95,93.25,Assam,POP_02150,7233,2169,110.83,65.3,937.0,MEDIUM,True,SYNTHETIC_DEMO
26.05,93.25,Assam,POP_02151,31514,18908,110.74,284.6,1645.9,HIGH,True,SYNTHETIC_DEMO
26.15,93.25,Assam,POP_02152,161130,48339,110.65,1456.3,1150.7,MEDIUM,True,SYNTHETIC_DEMO
26.25,93.25,Assam,POP_02153,34888,10466,110.55,315.6,1266.0,MEDIUM,True,SYNTHETIC_DEMO
26.35,93.25,Assam,POP_02154,26062,2606,110.46,235.9,630.9,LOW,True,SYNTHETIC_DEMO
26.45,93.25,Assam,POP_02155,13792,4137,110.36,125.0,1162.1,MEDIUM,True,SYNTHETIC_DEMO
26.55,93.25,Assam,POP_02156,135291,40587,110.26,1227.0,959.7,MEDIUM,True,SYNTHETIC_DEMO
26.65,93.25,Assam,POP_02157,8726,2617,110.17,79.2,1421.5,MEDIUM,True,SYNTHETIC_DEMO
26.75,93.25,Assam,POP_02158,36703,11010,110.07,333.4,1009.0,MEDIUM,True,SYNTHETIC_DEMO
26.85,93.25,Assam,POP_02159,15935,4780,109.98,144.9,1411.2,MEDIUM,True,SYNTHETIC_DEMO
26.95,93.25,Assam,POP_02160,117747,35324,109.88,1071.6,1350.1,MEDIUM,True,SYNTHETIC_DEMO
27.05,93.25,Assam,POP_02161,127087,38126,109.78,1157.6,1143.8,MEDIUM,True,SYNTHETIC_DEMO
27.15,93.25,Assam,POP_02162,15956,4786,109.68,145.5,1389.3,MEDIUM,True,SYNTHETIC_DEMO
27.25,93.25,Assam,POP_02163,70214,21064,109.58,640.7,1036.1,MEDIUM,True,SYNTHETIC_DEMO
27.35,93.25,Assam,POP_02164,41120,24672,109.49,375.6,1658.7,HIGH,True,SYNTHETIC_DEMO
27.45,93.25,Assam,POP_02165,15436,9261,109.39,141.1,2162.0,HIGH,True,SYNTHETIC_DEMO
27.55,93.25,Assam,POP_02166,28269,8480,109.29,258.7,1137.4,MEDIUM,True,SYNTHETIC_DEMO
27.65,93.25,Assam,POP_02167,51418,15425,109.19,470.9,1211.5,MEDIUM,True,SYNTHETIC_DEMO
27.75,93.25,Assam,POP_02168,10247,6148,109.09,93.9,2226.1,HIGH,True,SYNTHETIC_DEMO
27.85,93.25,Assam,POP_02169,68393,20517,108.99,627.5,1078.2,MEDIUM,True,SYNTHETIC_DEMO
27.95,93.25,Assam,POP_02170,26592,7977,108.89,244.2,1087.3,MEDIUM,True,SYNTHETIC_DEMO
28.05,93.25,Assam,POP_02171,116353,34905,108.79,1069.5,1450.9,MEDIUM,True,SYNTHETIC_DEMO
28.15,93.25,Arunachal Pradesh,POP_02172,802,240,108.69,7.4,941.9,MEDIUM,True,SYNTHETIC_DEMO
28.25,93.25,Arunachal Pradesh,POP_02173,810,243,108.59,7.5,1365.6,MEDIUM,True,SYNTHETIC_DEMO
28.35,93.25,Arunachal Pradesh,POP_02174,386,231,108.48,3.6,1586.8,HIGH,True,SYNTHETIC_DEMO
28.45,93.25,Arunachal Pradesh,POP_02175,5117,3070,108.38,47.2,1806.6,HIGH,True,SYNTHETIC_DEMO
28.55,93.25,Arunachal Pradesh,POP_02176,679,407,108.28,6.3,1587.2,HIGH,True,SYNTHETIC_DEMO
28.65,93.25,Arunachal Pradesh,POP_02177,2938,881,108.18,27.2,1476.8,MEDIUM,True,SYNTHETIC_DEMO
28.75,93.25,Arunachal Pradesh,POP_02178,973,583,108.07,9.0,1798.0,HIGH,True,SYNTHETIC_DEMO
28.85,93.25,Arunachal Pradesh,POP_02179,627,376,107.97,5.8,1607.7,HIGH,True,SYNTHETIC_DEMO
28.95,93.25,Arunachal Pradesh,POP_02180,2576,1545,107.87,23.9,1507.4,HIGH,True,SYNTHETIC_DEMO
29.05,93.25,Arunachal Pradesh,POP_02181,2700,810,107.76,25.1,1182.0,MEDIUM,True,SYNTHETIC_DEMO
29.15,93.25,Arunachal Pradesh,POP_02182,1007,604,107.66,9.4,1749.2,HIGH,True,SYNTHETIC_DEMO
29.25,93.25,Arunachal Pradesh,POP_02183,2853,1711,107.55,26.5,1507.0,HIGH,True,SYNTHETIC_DEMO
29.35,93.25,Arunachal Pradesh,POP_02184,1189,713,107.45,11.1,1935.5,HIGH,True,SYNTHETIC_DEMO
29.45,93.25,Arunachal Pradesh,POP_02185,2667,1600,107.34,24.8,1917.9,HIGH,True,SYNTHETIC_DEMO
21.95,93.35,Mizoram,POP_02186,1724,172,114.32,15.1,352.2,LOW,True,SYNTHETIC_DEMO
22.05,93.35,Mizoram,POP_02187,8177,817,114.24,71.6,0,LOW,True,SYNTHETIC_DEMO
22.15,93.35,Mizoram,POP_02188,15627,1562,114.16,136.9,0,LOW,True,SYNTHETIC_DEMO
22.25,93.35,Mizoram,POP_02189,13844,1384,114.08,121.4,389.3,LOW,True,SYNTHETIC_DEMO
22.35,93.35,Mizoram,POP_02190,7091,709,114.0,62.2,0,LOW,True,SYNTHETIC_DEMO
22.45,93.35,Mizoram,POP_02191,5560,556,113.91,48.8,328.0,LOW,True,SYNTHETIC_DEMO
22.55,93.35,Mizoram,POP_02192,5916,591,113.83,52.0,0,LOW,True,SYNTHETIC_DEMO
22.65,93.35,Mizoram,POP_02193,18532,1853,113.75,162.9,49.7,LOW,True,SYNTHETIC_DEMO
22.75,93.35,Mizoram,POP_02194,11836,1183,113.67,104.1,0,LOW,True,SYNTHETIC_DEMO
22.85,93.35,Mizoram,POP_02195,10168,3050,113.58,89.5,1052.0,MEDIUM,True,SYNTHETIC_DEMO
22.95,93.35,Mizoram,POP_02196,14419,1441,113.5,127.0,142.1,LOW,True,SYNTHETIC_DEMO
23.05,93.35,Mizoram,POP_02197,15875,1587,113.42,140.0,0,LOW,True,SYNTHETIC_DEMO
23.15,93.35,Mizoram,POP_02198,10421,1042,113.33,92.0,215.5,LOW,True,SYNTHETIC_DEMO
23.25,93.35,Mizoram,POP_02199,7872,787,113.25,69.5,0,LOW,True,SYNTHETIC_DEMO
23.35,93.35,Mizoram,POP_02200,10839,1083,113.16,95.8,26.7,LOW,True,SYNTHETIC_DEMO
23.45,93.35,Mizoram,POP_02201,6493,649,113.08,57.4,373.5,LOW,True,SYNTHETIC_DEMO
23.55,93.35,Mizoram,POP_02202,10502,1050,112.99,92.9,134.0,LOW,True,SYNTHETIC_DEMO
23.65,93.35,Mizoram,POP_02203,8206,820,112.91,72.7,357.4,LOW,True,SYNTHETIC_DEMO
23.75,93.35,Mizoram,POP_02204,13141,1314,112.82,116.5,766.0,LOW,True,SYNTHETIC_DEMO
23.85,93.35,Manipur,POP_02205,24221,7266,112.73,214.9,817.3,MEDIUM,True,SYNTHETIC_DEMO
23.95,93.35,Manipur,POP_02206,71781,7178,112.65,637.2,302.0,LOW,True,SYNTHETIC_DEMO
24.05,93.35,Manipur,POP_02207,2674,267,112.56,23.8,547.3,LOW,True,SYNTHETIC_DEMO
24.15,93.35,Assam,POP_02208,32011,3201,112.47,284.6,624.1,LOW,True,SYNTHETIC_DEMO
24.25,93.35,Assam,POP_02209,92892,27867,112.38,826.6,1038.4,MEDIUM,True,SYNTHETIC_DEMO
24.35,93.35,Assam,POP_02210,23761,2376,112.29,211.6,695.5,LOW,True,SYNTHETIC_DEMO
24.45,93.35,Assam,POP_02211,74117,7411,112.21,660.5,539.5,LOW,True,SYNTHETIC_DEMO
24.55,93.35,Assam,POP_02212,38932,3893,112.12,347.2,645.0,LOW,True,SYNTHETIC_DEMO
24.65,93.35,Assam,POP_02213,62374,18712,112.03,556.8,996.9,MEDIUM,True,SYNTHETIC_DEMO
24.75,93.35,Assam,POP_02214,161207,16120,111.94,1440.2,392.1,LOW,True,SYNTHETIC_DEMO
24.85,93.35,Assam,POP_02215,186407,18640,111.85,1666.6,263.3,LOW,True,SYNTHETIC_DEMO
24.95,93.35,Assam,POP_02216,18273,1827,111.76,163.5,623.0,LOW,True,SYNTHETIC_DEMO
25.05,93.35,Assam,POP_02217,14480,4344,111.67,129.7,862.3,MEDIUM,True,SYNTHETIC_DEMO
25.15,93.35,Assam,POP_02218,71230,21369,111.58,638.4,1162.3,MEDIUM,True,SYNTHETIC_DEMO
25.25,93.35,Assam,POP_02219,50897,15269,111.48,456.5,856.4,MEDIUM,True,SYNTHETIC_DEMO
25.35,93.35,Assam,POP_02220,227950,68385,111.39,2046.4,969.8,MEDIUM,True,SYNTHETIC_DEMO
25.45,93.35,Assam,POP_02221,62886,18865,111.3,565.0,1163.4,MEDIUM,True,SYNTHETIC_DEMO
25.55,93.35,Assam,POP_02222,49350,14805,111.21,443.8,1480.1,MEDIUM,True,SYNTHETIC_DEMO
25.65,93.35,Assam,POP_02223,72699,21809,111.11,654.3,1155.1,MEDIUM,True,SYNTHETIC_DEMO
25.75,93.35,Assam,POP_02224,52163,15648,111.02,469.8,1057.3,MEDIUM,True,SYNTHETIC_DEMO
25.85,93.35,Assam,POP_02225,46995,4699,110.93,423.7,628.8,LOW,True,SYNTHETIC_DEMO
25.95,93.35,Assam,POP_02226,178414,53524,110.83,1609.7,1331.8,MEDIUM,True,SYNTHETIC_DEMO
26.05,93.35,Assam,POP_02227,14771,4431,110.74,133.4,1352.7,MEDIUM,True,SYNTHETIC_DEMO
26.15,93.35,Assam,POP_02228,16420,4926,110.65,148.4,1073.0,MEDIUM,True,SYNTHETIC_DEMO
26.25,93.35,Assam,POP_02229,23159,6947,110.55,209.5,903.9,MEDIUM,True,SYNTHETIC_DEMO
26.35,93.35,Assam,POP_02230,15188,4556,110.46,137.5,1122.7,MEDIUM,True,SYNTHETIC_DEMO
26.45,93.35,Assam,POP_02231,166697,50009,110.36,1510.5,1035.6,MEDIUM,True,SYNTHETIC_DEMO
26.55,93.35,Assam,POP_02232,29094,2909,110.26,263.9,484.8,LOW,True,SYNTHETIC_DEMO
26.65,93.35,Assam,POP_02233,156812,47043,110.17,1423.4,1486.1,MEDIUM,True,SYNTHETIC_DEMO
26.75,93.35,Assam,POP_02234,136804,41041,110.07,1242.9,804.8,MEDIUM,True,SYNTHETIC_DEMO
26.85,93.35,Assam,POP_02235,76700,23010,109.98,697.4,1333.5,MEDIUM,True,SYNTHETIC_DEMO
